WKT,ASIGNACION,SUP_KM2,IDENTIFICA,POLIGONO,UBICACION,ACTIVIDAD,DESCUBRIM,layer,path
"MULTIPOLYGON (((-93.341666667 18.141666667,-93.341666667 18.133333333,-93.333333333 18.133333333,-93.325 18.133333333,-93.316666667 18.133333333,-93.3083333329999 18.133333333,-93.3 18.133333333,-93.2916666669999 18.133333333,-93.2916666669999 18.125,-93.283333333 18.125,-93.275 18.125,-93.275 18.1166666670001,-93.275 18.1083333330001,-93.275 18.1,-93.275 18.0916666670001,-93.283333333 18.0916666670001,-93.2916666669999 18.0916666670001,-93.2916666669999 18.0833333330001,-93.2916666669999 18.075,-93.2916666669999 18.066666667,-93.2916666669999 18.058333333,-93.2916666669999 18.0500000000001,-93.2916666669999 18.0416666670001,-93.2916666669999 18.033333333,-93.283333333 18.033333333,-93.283333333 18.025,-93.2916666669999 18.025,-93.3 18.025,-93.3 18.033333333,-93.3083333329999 18.033333333,-93.316666667 18.033333333,-93.325 18.033333333,-93.333333333 18.033333333,-93.333333333 18.0416666670001,-93.325 18.0416666670001,-93.325 18.0500000000001,-93.333333333 18.0500000000001,-93.333333333 18.058333333,-93.341666667 18.058333333,-93.341666667 18.066666667,-93.35 18.066666667,-93.35 18.075,-93.35 18.0833333330001,-93.35 18.0916666670001,-93.35 18.1,-93.358333333 18.1,-93.358333333 18.1083333330001,-93.358333333 18.1166666670001,-93.358333333 18.125,-93.358333333 18.133333333,-93.358333333 18.141666667,-93.35 18.141666667,-93.341666667 18.141666667)))",A-0046-2M - CAMPO BELLOTA,74.6997062275,,,,,,R0_A,C:/Users/Pc/Documents/MAPAS CNH/POLIGONOS ASIGNACIONES/R0_A/R0_A.shp
"MULTIPOLYGON (((-94.075 18.0166666670001,-94.083333333 18.0166666670001,-94.083333333 18.025,-94.083333333 18.033333333,-94.083333333 18.0416666670001,-94.083333333 18.0500000000001,-94.083333333 18.058333333,-94.075 18.058333333,-94.066666667 18.058333333,-94.066666667 18.066666667,-94.058333333 18.066666667,-94.05 18.066666667,-94.05 18.075,-94.0416666669999 18.075,-94.0333333329999 18.075,-94.025 18.075,-94.016666667 18.075,-94.0083333329999 18.075,-94.0083333329999 18.066666667,-94.0083333329999 18.058333333,-94.0083333329999 18.0500000000001,-94.016666667 18.0500000000001,-94.016666667 18.0416666670001,-94.016666667 18.033333333,-94.025 18.033333333,-94.025 18.025,-94.0333333329999 18.025,-94.0416666669999 18.025,-94.05 18.025,-94.05 18.0166666670001,-94.058333333 18.0166666670001,-94.066666667 18.0166666670001,-94.075 18.0166666670001)))",A-0047-M - CAMPO BLASILLO,38.9887092618,,,,,,R0_A,C:/Users/Pc/Documents/MAPAS CNH/POLIGONOS ASIGNACIONES/R0_A/R0_A.shp
"MULTIPOLYGON (((-92.575 18.933333333,-92.575 18.9250000000001,-92.5666666669999 18.9250000000001,-92.5583333329999 18.9250000000001,-92.55 18.9250000000001,-92.55 18.9166666670001,-92.55 18.908333333,-92.55 18.9,-92.541666667 18.9,-92.533333333 18.9,-92.533333333 18.8916666670001,-92.533333333 18.8833333330001,-92.533333333 18.875,-92.541666667 18.875,-92.541666667 18.866666667,-92.55 18.866666667,-92.55 18.8583333330001,-92.5583333329999 18.8583333330001,-92.5583333329999 18.85,-92.5666666669999 18.85,-92.575 18.85,-92.5833333329999 18.85,-92.5833333329999 18.8583333330001,-92.575 18.8583333330001,-92.575 18.866666667,-92.5833333329999 18.866666667,-92.591666667 18.866666667,-92.6 18.866666667,-92.6 18.875,-92.6 18.8833333330001,-92.6 18.8916666670001,-92.608333333 18.8916666670001,-92.608333333 18.9,-92.608333333 18.908333333,-92.616666667 18.908333333,-92.616666667 18.9166666670001,-92.616666667 18.9250000000001,-92.616666667 18.933333333,-92.608333333 18.933333333,-92.608333333 18.9250000000001,-92.6 18.9250000000001,-92.6 18.933333333,-92.591666667 18.933333333,-92.5833333329999 18.933333333,-92.575 18.933333333)))",A-0049-2M - CAMPO BOLONTIKU,52.4084449529,,,,,,R0_A,C:/Users/Pc/Documents/MAPAS CNH/POLIGONOS ASIGNACIONES/R0_A/R0_A.shp
"MULTIPOLYGON (((-93.316666667 18.266666667,-93.316666667 18.2583333330001,-93.3083333329999 18.2583333330001,-93.3083333329999 18.25,-93.3 18.25,-93.3 18.2416666670001,-93.2916666669999 18.2416666670001,-93.283333333 18.2416666670001,-93.283333333 18.2333333330001,-93.275 18.2333333330001,-93.275 18.225,-93.266666667 18.225,-93.266666667 18.216666667,-93.275 18.216666667,-93.275 18.208333333,-93.283333333 18.208333333,-93.2916666669999 18.208333333,-93.3 18.208333333,-93.3 18.2,-93.3083333329999 18.2,-93.316666667 18.2,-93.325 18.2,-93.333333333 18.2,-93.333333333 18.208333333,-93.341666667 18.208333333,-93.35 18.208333333,-93.358333333 18.208333333,-93.358333333 18.216666667,-93.3666666669999 18.216666667,-93.3666666669999 18.225,-93.375 18.225,-93.3833333329999 18.225,-93.3833333329999 18.2333333330001,-93.391666667 18.2333333330001,-93.391666667 18.2416666670001,-93.391666667 18.25,-93.391666667 18.2583333330001,-93.4 18.2583333330001,-93.4 18.266666667,-93.4 18.275,-93.4 18.283333333,-93.391666667 18.283333333,-93.3833333329999 18.283333333,-93.375 18.283333333,-93.3666666669999 18.283333333,-93.358333333 18.283333333,-93.35 18.283333333,-93.341666667 18.283333333,-93.333333333 18.283333333,-93.325 18.283333333,-93.316666667 18.283333333,-93.316666667 18.275,-93.316666667 18.266666667)))",A-0050-2M - CAMPO BRICOL,83.5187956438,,,,,,R0_A,C:/Users/Pc/Documents/MAPAS CNH/POLIGONOS ASIGNACIONES/R0_A/R0_A.shp
"MULTIPOLYGON (((-94.275 18.1833333330001,-94.275 18.175,-94.266666667 18.175,-94.266666667 18.1666666670001,-94.2583333329999 18.1666666670001,-94.2583333329999 18.175,-94.25 18.175,-94.2416666669999 18.175,-94.233333333 18.175,-94.233333333 18.1666666670001,-94.225 18.1666666670001,-94.225 18.1583333330001,-94.225 18.15,-94.225 18.141666667,-94.233333333 18.141666667,-94.2416666669999 18.141666667,-94.25 18.141666667,-94.2583333329999 18.141666667,-94.2583333329999 18.133333333,-94.266666667 18.133333333,-94.266666667 18.141666667,-94.275 18.141666667,-94.275 18.15,-94.283333333 18.15,-94.283333333 18.1583333330001,-94.283333333 18.1666666670001,-94.291666667 18.1666666670001,-94.291666667 18.175,-94.291666667 18.1833333330001,-94.283333333 18.1833333330001,-94.283333333 18.191666667,-94.275 18.191666667,-94.275 18.1833333330001)))",A-0051-2M - CAMPO BRILLANTE,24.3436005983,,,,,,R0_A,C:/Users/Pc/Documents/MAPAS CNH/POLIGONOS ASIGNACIONES/R0_A/R0_A.shp
"MULTIPOLYGON (((-92.033333333 19.275,-92.033333333 19.2666666670001,-92.025 19.2666666670001,-92.025 19.2583333330001,-92.025 19.25,-92.016666667 19.25,-92.016666667 19.241666667,-92.016666667 19.233333333,-92.008333333 19.233333333,-92.008333333 19.225,-92.008333333 19.216666667,-92.008333333 19.208333333,-92.008333333 19.2,-92.016666667 19.2,-92.025 19.2,-92.033333333 19.2,-92.041666667 19.2,-92.05 19.2,-92.05 19.1916666670001,-92.0583333329999 19.1916666670001,-92.0666666669999 19.1916666670001,-92.075 19.1916666670001,-92.083333333 19.1916666670001,-92.091666667 19.1916666670001,-92.091666667 19.1833333330001,-92.1 19.1833333330001,-92.108333333 19.1833333330001,-92.1166666669999 19.1833333330001,-92.1166666669999 19.1916666670001,-92.1166666669999 19.2,-92.108333333 19.2,-92.108333333 19.208333333,-92.108333333 19.216666667,-92.1 19.216666667,-92.1 19.225,-92.1 19.233333333,-92.091666667 19.233333333,-92.091666667 19.241666667,-92.091666667 19.25,-92.091666667 19.2583333330001,-92.091666667 19.2666666670001,-92.091666667 19.275,-92.091666667 19.283333333,-92.091666667 19.2916666670001,-92.083333333 19.2916666670001,-92.075 19.2916666670001,-92.0666666669999 19.2916666670001,-92.0583333329999 19.2916666670001,-92.0583333329999 19.3,-92.05 19.3,-92.041666667 19.3,-92.033333333 19.3,-92.033333333 19.2916666670001,-92.033333333 19.283333333,-92.033333333 19.275)))",A-0053-2M - CAMPO CAAN,92.4508830228,,,,,,R0_A,C:/Users/Pc/Documents/MAPAS CNH/POLIGONOS ASIGNACIONES/R0_A/R0_A.shp
"MULTIPOLYGON (((-98.825 25.525,-98.825 25.5166666670001,-98.8166666669999 25.5166666670001,-98.8166666669999 25.5083333330001,-98.8083333329999 25.5083333330001,-98.8 25.5083333330001,-98.8 25.5,-98.791666667 25.5,-98.783333333 25.5,-98.775 25.5,-98.775 25.491666667,-98.766666667 25.491666667,-98.7583333329999 25.491666667,-98.75 25.491666667,-98.7416666669999 25.491666667,-98.7416666669999 25.483333333,-98.733333333 25.483333333,-98.725 25.483333333,-98.716666667 25.483333333,-98.708333333 25.483333333,-98.708333333 25.475,-98.708333333 25.466666667,-98.7 25.466666667,-98.7 25.458333333,-98.7 25.45,-98.691666667 25.45,-98.691666667 25.4416666670001,-98.691666667 25.4333333330001,-98.7 25.4333333330001,-98.708333333 25.4333333330001,-98.708333333 25.4416666670001,-98.716666667 25.4416666670001,-98.725 25.4416666670001,-98.725 25.4333333330001,-98.733333333 25.4333333330001,-98.7416666669999 25.4333333330001,-98.7416666669999 25.4416666670001,-98.75 25.4416666670001,-98.75 25.4333333330001,-98.7583333329999 25.4333333330001,-98.7583333329999 25.425,-98.766666667 25.425,-98.775 25.425,-98.775 25.4333333330001,-98.783333333 25.4333333330001,-98.791666667 25.4333333330001,-98.791666667 25.4416666670001,-98.791666667 25.45,-98.8 25.45,-98.8 25.458333333,-98.8 25.466666667,-98.791666667 25.466666667,-98.791666667 25.475,-98.8 25.475,-98.8083333329999 25.475,-98.8083333329999 25.483333333,-98.8166666669999 25.483333333,-98.8166666669999 25.491666667,-98.825 25.491666667,-98.8333333329999 25.491666667,-98.8333333329999 25.5,-98.841666667 25.5,-98.841666667 25.5083333330001,-98.841666667 25.5166666670001,-98.841666667 25.525,-98.8333333329999 25.525,-98.825 25.525)))",A-0054-2M - CAMPO CABEZA,72.7788805307,,,,,,R0_A,C:/Users/Pc/Documents/MAPAS CNH/POLIGONOS ASIGNACIONES/R0_A/R0_A.shp
"MULTIPOLYGON (((-97.858333333 20.9,-97.858333333 20.891666667,-97.85 20.891666667,-97.85 20.883333333,-97.85 20.875,-97.841666667 20.875,-97.841666667 20.8666666670001,-97.841666667 20.8583333330001,-97.833333333 20.8583333330001,-97.833333333 20.85,-97.825 20.85,-97.825 20.841666667,-97.825 20.833333333,-97.8166666669999 20.833333333,-97.8166666669999 20.825,-97.8166666669999 20.816666667,-97.8083333329999 20.816666667,-97.8083333329999 20.8083333330001,-97.8083333329999 20.8,-97.8166666669999 20.8,-97.825 20.8,-97.833333333 20.8,-97.841666667 20.8,-97.85 20.8,-97.858333333 20.8,-97.8666666669999 20.8,-97.875 20.8,-97.875 20.8083333330001,-97.875 20.816666667,-97.875 20.825,-97.875 20.833333333,-97.875 20.841666667,-97.875 20.85,-97.875 20.8583333330001,-97.8666666669999 20.8583333330001,-97.8666666669999 20.8666666670001,-97.8666666669999 20.875,-97.8666666669999 20.883333333,-97.8666666669999 20.891666667,-97.8666666669999 20.9,-97.858333333 20.9)))",A-0055-2M - CAMPO CACAHUATENGO,46.0117454812,,,,,,R0_A,C:/Users/Pc/Documents/MAPAS CNH/POLIGONOS ASIGNACIONES/R0_A/R0_A.shp
"MULTIPOLYGON (((-93.208333333 17.9583333330001,-93.208333333 17.95,-93.2 17.95,-93.2 17.9416666670001,-93.191666667 17.9416666670001,-93.183333333 17.9416666670001,-93.183333333 17.933333333,-93.175 17.933333333,-93.175 17.925,-93.1666666669999 17.925,-93.1666666669999 17.9166666670001,-93.1666666669999 17.908333333,-93.1583333329999 17.908333333,-93.1583333329999 17.9,-93.15 17.9,-93.15 17.891666667,-93.141666667 17.891666667,-93.141666667 17.8833333330001,-93.1333333329999 17.8833333330001,-93.1333333329999 17.875,-93.125 17.875,-93.125 17.8666666670001,-93.116666667 17.8666666670001,-93.116666667 17.858333333,-93.116666667 17.85,-93.116666667 17.841666667,-93.116666667 17.833333333,-93.125 17.833333333,-93.125 17.825,-93.1333333329999 17.825,-93.141666667 17.825,-93.15 17.825,-93.1583333329999 17.825,-93.1583333329999 17.8166666670001,-93.1666666669999 17.8166666670001,-93.175 17.8166666670001,-93.175 17.825,-93.183333333 17.825,-93.183333333 17.833333333,-93.191666667 17.833333333,-93.2 17.833333333,-93.2 17.841666667,-93.208333333 17.841666667,-93.216666667 17.841666667,-93.216666667 17.85,-93.216666667 17.858333333,-93.216666667 17.8666666670001,-93.216666667 17.875,-93.216666667 17.8833333330001,-93.216666667 17.891666667,-93.216666667 17.9,-93.216666667 17.908333333,-93.216666667 17.9166666670001,-93.216666667 17.925,-93.216666667 17.933333333,-93.216666667 17.9416666670001,-93.225 17.9416666670001,-93.225 17.95,-93.225 17.9583333330001,-93.216666667 17.9583333330001,-93.208333333 17.9583333330001)))",A-0057-3M - CAMPO CACTUS,102.498474237,,,,,,R0_A,C:/Users/Pc/Documents/MAPAS CNH/POLIGONOS ASIGNACIONES/R0_A/R0_A.shp
"MULTIPOLYGON (((-98.516666667 26.1083333330001,-98.525 26.1083333330001,-98.525 26.1166666670001,-98.516666667 26.1166666670001,-98.516666667 26.125,-98.516666667 26.133333333,-98.5083333329999 26.133333333,-98.5083333329999 26.141666667,-98.5083333329999 26.15,-98.5 26.15,-98.491666667 26.15,-98.483333333 26.15,-98.483333333 26.1583333330001,-98.475 26.1583333330001,-98.475 26.1666666670001,-98.4666666669999 26.1666666670001,-98.458333333 26.1666666670001,-98.45 26.1666666670001,-98.4416666669999 26.1666666670001,-98.433333333 26.1666666670001,-98.433333333 26.1583333330001,-98.4416666669999 26.1583333330001,-98.4416666669999 26.15,-98.45 26.15,-98.45 26.141666667,-98.458333333 26.141666667,-98.4666666669999 26.141666667,-98.4666666669999 26.133333333,-98.475 26.133333333,-98.475 26.125,-98.475 26.1166666670001,-98.483333333 26.1166666670001,-98.491666667 26.1166666670001,-98.491666667 26.1083333330001,-98.5 26.1083333330001,-98.5083333329999 26.1083333330001,-98.516666667 26.1083333330001)))",A-0060-2M - CAMPO CANON,27.4526977129,,,,,,R0_A,C:/Users/Pc/Documents/MAPAS CNH/POLIGONOS ASIGNACIONES/R0_A/R0_A.shp
"MULTIPOLYGON (((-92.825 18.425,-92.825 18.4166666670001,-92.816666667 18.4166666670001,-92.816666667 18.408333333,-92.808333333 18.408333333,-92.808333333 18.4,-92.8 18.4,-92.8 18.3916666670001,-92.8 18.3833333330001,-92.7916666669999 18.3833333330001,-92.7916666669999 18.375,-92.7916666669999 18.366666667,-92.7916666669999 18.358333333,-92.7916666669999 18.35,-92.7916666669999 18.341666667,-92.7916666669999 18.333333333,-92.783333333 18.333333333,-92.783333333 18.325,-92.783333333 18.3166666670001,-92.775 18.3166666670001,-92.775 18.3083333330001,-92.775 18.3,-92.783333333 18.3,-92.783333333 18.291666667,-92.783333333 18.283333333,-92.783333333 18.275,-92.7916666669999 18.275,-92.7916666669999 18.266666667,-92.8 18.266666667,-92.808333333 18.266666667,-92.808333333 18.275,-92.816666667 18.275,-92.816666667 18.283333333,-92.816666667 18.291666667,-92.816666667 18.3,-92.816666667 18.3083333330001,-92.816666667 18.3166666670001,-92.816666667 18.325,-92.825 18.325,-92.825 18.333333333,-92.825 18.341666667,-92.825 18.35,-92.825 18.358333333,-92.833333333 18.358333333,-92.833333333 18.366666667,-92.833333333 18.375,-92.833333333 18.3833333330001,-92.841666667 18.3833333330001,-92.841666667 18.3916666670001,-92.841666667 18.4,-92.841666667 18.408333333,-92.841666667 18.4166666670001,-92.841666667 18.425,-92.833333333 18.425,-92.825 18.425)))",A-0061 - CAMPO CAPARROSO-PIJIJE-ESCUINTLE,64.0003901176,,,,,,R0_A,C:/Users/Pc/Documents/MAPAS CNH/POLIGONOS ASIGNACIONES/R0_A/R0_A.shp
"MULTIPOLYGON (((-97.35 20.6416666670001,-97.35 20.6333333330001,-97.341666667 20.6333333330001,-97.341666667 20.625,-97.341666667 20.616666667,-97.35 20.616666667,-97.358333333 20.616666667,-97.3666666669999 20.616666667,-97.3666666669999 20.625,-97.375 20.625,-97.375 20.6333333330001,-97.3666666669999 20.6333333330001,-97.3666666669999 20.6416666670001,-97.358333333 20.6416666670001,-97.35 20.6416666670001)))",A-0064-M - CAMPO CARISTAY,7.15183244988,,,,,,R0_A,C:/Users/Pc/Documents/MAPAS CNH/POLIGONOS ASIGNACIONES/R0_A/R0_A.shp
"MULTIPOLYGON (((-97.116666667 21.258333333,-97.116666667 21.25,-97.108333333 21.25,-97.108333333 21.2416666670001,-97.1 21.2416666670001,-97.1 21.2333333330001,-97.1 21.225,-97.108333333 21.225,-97.108333333 21.2166666670001,-97.116666667 21.2166666670001,-97.125 21.2166666670001,-97.125 21.225,-97.125 21.2333333330001,-97.125 21.2416666670001,-97.1333333329999 21.2416666670001,-97.1333333329999 21.25,-97.1333333329999 21.258333333,-97.1333333329999 21.266666667,-97.125 21.266666667,-97.116666667 21.266666667,-97.116666667 21.258333333)))",A-0065-M - CAMPO CARPA,11.8608046596,,,,,,R0_A,C:/Users/Pc/Documents/MAPAS CNH/POLIGONOS ASIGNACIONES/R0_A/R0_A.shp
"MULTIPOLYGON (((-93.283333333 18.4166666670001,-93.283333333 18.408333333,-93.275 18.408333333,-93.275 18.4,-93.275 18.3916666670001,-93.275 18.3833333330001,-93.275 18.375,-93.283333333 18.375,-93.283333333 18.366666667,-93.2916666669999 18.366666667,-93.3 18.366666667,-93.3083333329999 18.366666667,-93.316666667 18.366666667,-93.325 18.366666667,-93.325 18.375,-93.333333333 18.375,-93.341666667 18.375,-93.35 18.375,-93.35 18.3833333330001,-93.35 18.3916666670001,-93.35 18.4,-93.35 18.408333333,-93.341666667 18.408333333,-93.333333333 18.408333333,-93.325 18.408333333,-93.325 18.4166666670001,-93.316666667 18.4166666670001,-93.3083333329999 18.4166666670001,-93.3 18.4166666670001,-93.2916666669999 18.4166666670001,-93.283333333 18.4166666670001)))",A-0067-M - CAMPO CASTARRICAL,37.2511492182,,,,,,R0_A,C:/Users/Pc/Documents/MAPAS CNH/POLIGONOS ASIGNACIONES/R0_A/R0_A.shp
"MULTIPOLYGON (((-96.158333332 18.975,-96.158333332 18.9666666670001,-96.1499999989999 18.9666666670001,-96.1499999989999 18.9583333330001,-96.1499999989999 18.95,-96.141666666 18.95,-96.141666666 18.941666667,-96.141666666 18.933333333,-96.1499999989999 18.933333333,-96.158333332 18.933333333,-96.158333332 18.941666667,-96.158333332 18.95,-96.166666666 18.95,-96.166666666 18.9583333330001,-96.166666666 18.9666666670001,-96.174999999 18.9666666670001,-96.174999999 18.975,-96.174999999 18.9833333330001,-96.166666666 18.9833333330001,-96.158333332 18.9833333330001,-96.158333332 18.975)))",A-0068-M - CAMPO CASTELL,9.67011144356,,,,,,R0_A,C:/Users/Pc/Documents/MAPAS CNH/POLIGONOS ASIGNACIONES/R0_A/R0_A.shp
"MULTIPOLYGON (((-95.7833333339999 18.266666667,-95.7833333339999 18.2583333330001,-95.7750000009999 18.2583333330001,-95.7750000009999 18.25,-95.766666667 18.25,-95.766666667 18.2416666670001,-95.758333334 18.2416666670001,-95.758333334 18.2333333330001,-95.750000001 18.2333333330001,-95.750000001 18.225,-95.741666667 18.225,-95.741666667 18.216666667,-95.741666667 18.208333333,-95.733333334 18.208333333,-95.733333334 18.2,-95.733333334 18.191666667,-95.733333334 18.1833333330001,-95.733333334 18.175,-95.733333334 18.1666666670001,-95.725000001 18.1666666670001,-95.725000001 18.1583333330001,-95.725000001 18.15,-95.725000001 18.141666667,-95.725000001 18.133333333,-95.725000001 18.125,-95.725000001 18.1166666670001,-95.725000001 18.1083333330001,-95.716666667 18.1083333330001,-95.716666667 18.1,-95.716666667 18.0916666670001,-95.716666667 18.0833333330001,-95.716666667 18.075,-95.716666667 18.066666667,-95.725000001 18.066666667,-95.725000001 18.058333333,-95.725000001 18.0500000000001,-95.725000001 18.0416666670001,-95.725000001 18.033333333,-95.716666667 18.033333333,-95.716666667 18.025,-95.716666667 18.0166666670001,-95.716666667 18.008333333,-95.716666667 18.0,-95.7083333339999 18.0,-95.7083333339999 17.991666667,-95.7083333339999 17.9833333330001,-95.700000001 17.9833333330001,-95.700000001 17.975,-95.700000001 17.966666667,-95.700000001 17.9583333330001,-95.7083333339999 17.9583333330001,-95.716666667 17.9583333330001,-95.725000001 17.9583333330001,-95.725000001 17.966666667,-95.725000001 17.975,-95.725000001 17.9833333330001,-95.733333334 17.9833333330001,-95.733333334 17.991666667,-95.733333334 18.0,-95.733333334 18.008333333,-95.733333334 18.0166666670001,-95.733333334 18.025,-95.741666667 18.025,-95.741666667 18.033333333,-95.741666667 18.0416666670001,-95.741666667 18.0500000000001,-95.741666667 18.058333333,-95.741666667 18.066666667,-95.750000001 18.066666667,-95.750000001 18.075,-95.750000001 18.0833333330001,-95.741666667 18.0833333330001,-95.741666667 18.0916666670001,-95.741666667 18.1,-95.741666667 18.1083333330001,-95.750000001 18.1083333330001,-95.750000001 18.1166666670001,-95.750000001 18.125,-95.750000001 18.133333333,-95.750000001 18.141666667,-95.750000001 18.15,-95.758333334 18.15,-95.758333334 18.1583333330001,-95.758333334 18.1666666670001,-95.758333334 18.175,-95.766666667 18.175,-95.766666667 18.1833333330001,-95.766666667 18.191666667,-95.7750000009999 18.191666667,-95.7750000009999 18.2,-95.7750000009999 18.208333333,-95.7833333339999 18.208333333,-95.7833333339999 18.216666667,-95.7833333339999 18.225,-95.791666667 18.225,-95.791666667 18.2333333330001,-95.791666667 18.2416666670001,-95.800000001 18.2416666670001,-95.800000001 18.25,-95.800000001 18.2583333330001,-95.800000001 18.266666667,-95.800000001 18.275,-95.791666667 18.275,-95.7833333339999 18.275,-95.7833333339999 18.266666667)))",A-0071-2M - CAMPO CAUCHY,99.8353744531,,,,,,R0_A,C:/Users/Pc/Documents/MAPAS CNH/POLIGONOS ASIGNACIONES/R0_A/R0_A.shp
